country,state,city,store_name,address_line_1,address_line_2,phone,url,id,updated,lang,store_name,address_line_1_local,address_line_2_local,state_local,city_local,postal_code,message_local,latitude,longitude,dates,days,times_local,special_hours,closed,time_created
United States,Alaska,Anchorage,Anchorage 5th Avenue Mall,320 West 5th Avenue,,(907) 257-1900,https://www.apple.com/retail/anchorage5thavenuemall/,united-statesanchorage5thavenuemall,TRUE,en-US,Anchorage 5th Avenue Mall,320 West 5th Avenue,,Alaska,Anchorage,99501,"<p>Please note that face masks are recommended while visiting this location. If you need one, just ask.</p>",61.216734,-149.888387,20220619,Sunday,11:00 a.m. - 6:00 p.m.,False,FALSE,2022.06.20D01:04:38.914313000
United States,Alaska,Anchorage,Anchorage 5th Avenue Mall,320 West 5th Avenue,,(907) 257-1900,https://www.apple.com/retail/anchorage5thavenuemall/,united-statesanchorage5thavenuemall,TRUE,en-US,Anchorage 5th Avenue Mall,320 West 5th Avenue,,Alaska,Anchorage,99501,"<p>Please note that face masks are recommended while visiting this location. If you need one, just ask.</p>",61.216734,-149.888387,20220620,Monday,10:00 a.m. - 7:00 p.m.,True,FALSE,2022.06.20D01:04:38.914313000
United States,Alaska,Anchorage,Anchorage 5th Avenue Mall,320 West 5th Avenue,,(907) 257-1900,https://www.apple.com/retail/anchorage5thavenuemall/,united-statesanchorage5thavenuemall,TRUE,en-US,Anchorage 5th Avenue Mall,320 West 5th Avenue,,Alaska,Anchorage,99501,"<p>Please note that face masks are recommended while visiting this location. If you need one, just ask.</p>",61.216734,-149.888387,20220621,Tuesday,10:00 a.m. - 7:00 p.m.,True,FALSE,2022.06.20D01:04:38.914313000
United States,Alaska,Anchorage,Anchorage 5th Avenue Mall,320 West 5th Avenue,,(907) 257-1900,https://www.apple.com/retail/anchorage5thavenuemall/,united-statesanchorage5thavenuemall,TRUE,en-US,Anchorage 5th Avenue Mall,320 West 5th Avenue,,Alaska,Anchorage,99501,"<p>Please note that face masks are recommended while visiting this location. If you need one, just ask.</p>",61.216734,-149.888387,20220622,Wednesday,10:00 a.m. - 7:00 p.m.,True,FALSE,2022.06.20D01:04:38.914313000
United States,Alaska,Anchorage,Anchorage 5th Avenue Mall,320 West 5th Avenue,,(907) 257-1900,https://www.apple.com/retail/anchorage5thavenuemall/,united-statesanchorage5thavenuemall,TRUE,en-US,Anchorage 5th Avenue Mall,320 West 5th Avenue,,Alaska,Anchorage,99501,"<p>Please note that face masks are recommended while visiting this location. If you need one, just ask.</p>",61.216734,-149.888387,20220623,Thursday,10:00 a.m. - 7:00 p.m.,True,FALSE,2022.06.20D01:04:38.914313000
United States,Alaska,Anchorage,Anchorage 5th Avenue Mall,320 West 5th Avenue,,(907) 257-1900,https://www.apple.com/retail/anchorage5thavenuemall/,united-statesanchorage5thavenuemall,TRUE,en-US,Anchorage 5th Avenue Mall,320 West 5th Avenue,,Alaska,Anchorage,99501,"<p>Please note that face masks are recommended while visiting this location. If you need one, just ask.</p>",61.216734,-149.888387,20220624,Friday,10:00 a.m. - 8:00 p.m.,True,FALSE,2022.06.20D01:04:38.914313000
United States,Alaska,Anchorage,Anchorage 5th Avenue Mall,320 West 5th Avenue,,(907) 257-1900,https://www.apple.com/retail/anchorage5thavenuemall/,united-statesanchorage5thavenuemall,TRUE,en-US,Anchorage 5th Avenue Mall,320 West 5th Avenue,,Alaska,Anchorage,99501,"<p>Please note that face masks are recommended while visiting this location. If you need one, just ask.</p>",61.216734,-149.888387,20220625,Saturday,10:00 a.m. - 8:00 p.m.,True,FALSE,2022.06.20D01:04:38.914313000
United States,Arizona,Chandler,Chandler Fashion Center,3111 W Chandler Boulevard,,(480) 636-3900,https://www.apple.com/retail/chandlerfashioncenter/,united-stateschandlerfashioncenter,TRUE,en-US,Chandler Fashion Center,3111 W Chandler Boulevard,,Arizona,Chandler,85226,"<p>Please note that face masks are recommended while visiting this location. If you need one, just ask.</p>",33.302255,-111.89969,20220619,Sunday,11:00 a.m. - 6:00 p.m.,False,FALSE,2022.06.20D01:04:38.914313000
United States,Arizona,Chandler,Chandler Fashion Center,3111 W Chandler Boulevard,,(480) 636-3900,https://www.apple.com/retail/chandlerfashioncenter/,united-stateschandlerfashioncenter,TRUE,en-US,Chandler Fashion Center,3111 W Chandler Boulevard,,Arizona,Chandler,85226,"<p>Please note that face masks are recommended while visiting this location. If you need one, just ask.</p>",33.302255,-111.89969,20220620,Monday,10:00 a.m. - 9:00 p.m.,False,FALSE,2022.06.20D01:04:38.914313000
United States,Arizona,Chandler,Chandler Fashion Center,3111 W Chandler Boulevard,,(480) 636-3900,https://www.apple.com/retail/chandlerfashioncenter/,united-stateschandlerfashioncenter,TRUE,en-US,Chandler Fashion Center,3111 W Chandler Boulevard,,Arizona,Chandler,85226,"<p>Please note that face masks are recommended while visiting this location. If you need one, just ask.</p>",33.302255,-111.89969,20220621,Tuesday,10:00 a.m. - 9:00 p.m.,False,FALSE,2022.06.20D01:04:38.914313000
United States,Arizona,Chandler,Chandler Fashion Center,3111 W Chandler Boulevard,,(480) 636-3900,https://www.apple.com/retail/chandlerfashioncenter/,united-stateschandlerfashioncenter,TRUE,en-US,Chandler Fashion Center,3111 W Chandler Boulevard,,Arizona,Chandler,85226,"<p>Please note that face masks are recommended while visiting this location. If you need one, just ask.</p>",33.302255,-111.89969,20220622,Wednesday,10:00 a.m. - 9:00 p.m.,False,FALSE,2022.06.20D01:04:38.914313000
United States,Arizona,Chandler,Chandler Fashion Center,3111 W Chandler Boulevard,,(480) 636-3900,https://www.apple.com/retail/chandlerfashioncenter/,united-stateschandlerfashioncenter,TRUE,en-US,Chandler Fashion Center,3111 W Chandler Boulevard,,Arizona,Chandler,85226,"<p>Please note that face masks are recommended while visiting this location. If you need one, just ask.</p>",33.302255,-111.89969,20220623,Thursday,10:00 a.m. - 9:00 p.m.,False,FALSE,2022.06.20D01:04:38.914313000
United States,Arizona,Chandler,Chandler Fashion Center,3111 W Chandler Boulevard,,(480) 636-3900,https://www.apple.com/retail/chandlerfashioncenter/,united-stateschandlerfashioncenter,TRUE,en-US,Chandler Fashion Center,3111 W Chandler Boulevard,,Arizona,Chandler,85226,"<p>Please note that face masks are recommended while visiting this location. If you need one, just ask.</p>",33.302255,-111.89969,20220624,Friday,10:00 a.m. - 9:00 p.m.,False,FALSE,2022.06.20D01:04:38.914313000
United States,Arizona,Chandler,Chandler Fashion Center,3111 W Chandler Boulevard,,(480) 636-3900,https://www.apple.com/retail/chandlerfashioncenter/,united-stateschandlerfashioncenter,TRUE,en-US,Chandler Fashion Center,3111 W Chandler Boulevard,,Arizona,Chandler,85226,"<p>Please note that face masks are recommended while visiting this location. If you need one, just ask.</p>",33.302255,-111.89969,20220625,Saturday,10:00 a.m. - 9:00 p.m.,False,FALSE,2022.06.20D01:04:38.914313000
United States,Arizona,Gilbert,SanTan Village,2218 E. Williams Field Road,,(480) 366-8477,https://www.apple.com/retail/santanvillage/,united-statessantanvillage,TRUE,en-US,SanTan Village,2218 E. Williams Field Road,,Arizona,Gilbert,85295,"<p>Please note that face masks are recommended while visiting this location. If you need one, just ask.</p>",33.30879,-111.74271,20220619,Sunday,11:00 a.m. - 6:00 p.m.,False,FALSE,2022.06.20D01:04:38.914313000
United States,Arizona,Gilbert,SanTan Village,2218 E. Williams Field Road,,(480) 366-8477,https://www.apple.com/retail/santanvillage/,united-statessantanvillage,TRUE,en-US,SanTan Village,2218 E. Williams Field Road,,Arizona,Gilbert,85295,"<p>Please note that face masks are recommended while visiting this location. If you need one, just ask.</p>",33.30879,-111.74271,20220620,Monday,10:00 a.m. - 8:00 p.m.,False,FALSE,2022.06.20D01:04:38.914313000
United States,Arizona,Gilbert,SanTan Village,2218 E. Williams Field Road,,(480) 366-8477,https://www.apple.com/retail/santanvillage/,united-statessantanvillage,TRUE,en-US,SanTan Village,2218 E. Williams Field Road,,Arizona,Gilbert,85295,"<p>Please note that face masks are recommended while visiting this location. If you need one, just ask.</p>",33.30879,-111.74271,20220621,Tuesday,10:00 a.m. - 8:00 p.m.,False,FALSE,2022.06.20D01:04:38.914313000
United States,Arizona,Gilbert,SanTan Village,2218 E. Williams Field Road,,(480) 366-8477,https://www.apple.com/retail/santanvillage/,united-statessantanvillage,TRUE,en-US,SanTan Village,2218 E. Williams Field Road,,Arizona,Gilbert,85295,"<p>Please note that face masks are recommended while visiting this location. If you need one, just ask.</p>",33.30879,-111.74271,20220622,Wednesday,10:00 a.m. - 8:00 p.m.,False,FALSE,2022.06.20D01:04:38.914313000
United States,Arizona,Gilbert,SanTan Village,2218 E. Williams Field Road,,(480) 366-8477,https://www.apple.com/retail/santanvillage/,united-statessantanvillage,TRUE,en-US,SanTan Village,2218 E. Williams Field Road,,Arizona,Gilbert,85295,"<p>Please note that face masks are recommended while visiting this location. If you need one, just ask.</p>",33.30879,-111.74271,20220623,Thursday,10:00 a.m. - 8:00 p.m.,False,FALSE,2022.06.20D01:04:38.914313000
United States,Arizona,Gilbert,SanTan Village,2218 E. Williams Field Road,,(480) 366-8477,https://www.apple.com/retail/santanvillage/,united-statessantanvillage,TRUE,en-US,SanTan Village,2218 E. Williams Field Road,,Arizona,Gilbert,85295,"<p>Please note that face masks are recommended while visiting this location. If you need one, just ask.</p>",33.30879,-111.74271,20220624,Friday,10:00 a.m. - 9:00 p.m.,False,FALSE,2022.06.20D01:04:38.914313000
United States,Arizona,Gilbert,SanTan Village,2218 E. Williams Field Road,,(480) 366-8477,https://www.apple.com/retail/santanvillage/,united-statessantanvillage,TRUE,en-US,SanTan Village,2218 E. Williams Field Road,,Arizona,Gilbert,85295,"<p>Please note that face masks are recommended while visiting this location. If you need one, just ask.</p>",33.30879,-111.74271,20220625,Saturday,10:00 a.m. - 9:00 p.m.,False,FALSE,2022.06.20D01:04:38.914313000
United States,Arizona,Glendale,Arrowhead,7700 West Arrowhead Towne Ctr,,(623) 707-2860,https://www.apple.com/retail/arrowhead/,united-statesarrowhead,TRUE,en-US,Arrowhead,7700 West Arrowhead Towne Ctr,,Arizona,Glendale,85308,"<p>Please note that face masks are recommended while visiting this location. If you need one, just ask.</p>",33.6422,-112.2256,20220619,Sunday,11:00 a.m. - 6:00 p.m.,False,FALSE,2022.06.20D01:04:38.914313000
United States,Arizona,Glendale,Arrowhead,7700 West Arrowhead Towne Ctr,,(623) 707-2860,https://www.apple.com/retail/arrowhead/,united-statesarrowhead,TRUE,en-US,Arrowhead,7700 West Arrowhead Towne Ctr,,Arizona,Glendale,85308,"<p>Please note that face masks are recommended while visiting this location. If you need one, just ask.</p>",33.6422,-112.2256,20220620,Monday,10:00 a.m. - 9:00 p.m.,False,FALSE,2022.06.20D01:04:38.914313000
United States,Arizona,Glendale,Arrowhead,7700 West Arrowhead Towne Ctr,,(623) 707-2860,https://www.apple.com/retail/arrowhead/,united-statesarrowhead,TRUE,en-US,Arrowhead,7700 West Arrowhead Towne Ctr,,Arizona,Glendale,85308,"<p>Please note that face masks are recommended while visiting this location. If you need one, just ask.</p>",33.6422,-112.2256,20220621,Tuesday,10:00 a.m. - 9:00 p.m.,False,FALSE,2022.06.20D01:04:38.914313000
United States,Arizona,Glendale,Arrowhead,7700 West Arrowhead Towne Ctr,,(623) 707-2860,https://www.apple.com/retail/arrowhead/,united-statesarrowhead,TRUE,en-US,Arrowhead,7700 West Arrowhead Towne Ctr,,Arizona,Glendale,85308,"<p>Please note that face masks are recommended while visiting this location. If you need one, just ask.</p>",33.6422,-112.2256,20220622,Wednesday,10:00 a.m. - 9:00 p.m.,False,FALSE,2022.06.20D01:04:38.914313000
United States,Arizona,Glendale,Arrowhead,7700 West Arrowhead Towne Ctr,,(623) 707-2860,https://www.apple.com/retail/arrowhead/,united-statesarrowhead,TRUE,en-US,Arrowhead,7700 West Arrowhead Towne Ctr,,Arizona,Glendale,85308,"<p>Please note that face masks are recommended while visiting this location. If you need one, just ask.</p>",33.6422,-112.2256,20220623,Thursday,10:00 a.m. - 9:00 p.m.,False,FALSE,2022.06.20D01:04:38.914313000
United States,Arizona,Glendale,Arrowhead,7700 West Arrowhead Towne Ctr,,(623) 707-2860,https://www.apple.com/retail/arrowhead/,united-statesarrowhead,TRUE,en-US,Arrowhead,7700 West Arrowhead Towne Ctr,,Arizona,Glendale,85308,"<p>Please note that face masks are recommended while visiting this location. If you need one, just ask.</p>",33.6422,-112.2256,20220624,Friday,10:00 a.m. - 9:00 p.m.,False,FALSE,2022.06.20D01:04:38.914313000
United States,Arizona,Glendale,Arrowhead,7700 West Arrowhead Towne Ctr,,(623) 707-2860,https://www.apple.com/retail/arrowhead/,united-statesarrowhead,TRUE,en-US,Arrowhead,7700 West Arrowhead Towne Ctr,,Arizona,Glendale,85308,"<p>Please note that face masks are recommended while visiting this location. If you need one, just ask.</p>",33.6422,-112.2256,20220625,Saturday,10:00 a.m. - 9:00 p.m.,False,FALSE,2022.06.20D01:04:38.914313000
United States,Arizona,Scottsdale,Scottsdale Fashion Square,7014 East Camelback Road,,(602) 606-1470,https://www.apple.com/retail/scottsdalefashionsquare/,united-statesscottsdalefashionsquare,TRUE,en-US,Scottsdale Fashion Square,7014 East Camelback Road,,Arizona,Scottsdale,85251,"<p>Please note that face masks are recommended while visiting this location. If you need one, just ask.</p>",33.50367,-111.9266,20220619,Sunday,11:00 a.m. - 6:00 p.m.,False,FALSE,2022.06.20D01:04:38.914313000
United States,Arizona,Scottsdale,Scottsdale Fashion Square,7014 East Camelback Road,,(602) 606-1470,https://www.apple.com/retail/scottsdalefashionsquare/,united-statesscottsdalefashionsquare,TRUE,en-US,Scottsdale Fashion Square,7014 East Camelback Road,,Arizona,Scottsdale,85251,"<p>Please note that face masks are recommended while visiting this location. If you need one, just ask.</p>",33.50367,-111.9266,20220620,Monday,10:00 a.m. - 9:00 p.m.,False,FALSE,2022.06.20D01:04:38.914313000
United States,Arizona,Scottsdale,Scottsdale Fashion Square,7014 East Camelback Road,,(602) 606-1470,https://www.apple.com/retail/scottsdalefashionsquare/,united-statesscottsdalefashionsquare,TRUE,en-US,Scottsdale Fashion Square,7014 East Camelback Road,,Arizona,Scottsdale,85251,"<p>Please note that face masks are recommended while visiting this location. If you need one, just ask.</p>",33.50367,-111.9266,20220621,Tuesday,10:00 a.m. - 9:00 p.m.,False,FALSE,2022.06.20D01:04:38.914313000
United States,Arizona,Scottsdale,Scottsdale Fashion Square,7014 East Camelback Road,,(602) 606-1470,https://www.apple.com/retail/scottsdalefashionsquare/,united-statesscottsdalefashionsquare,TRUE,en-US,Scottsdale Fashion Square,7014 East Camelback Road,,Arizona,Scottsdale,85251,"<p>Please note that face masks are recommended while visiting this location. If you need one, just ask.</p>",33.50367,-111.9266,20220622,Wednesday,10:00 a.m. - 9:00 p.m.,False,FALSE,2022.06.20D01:04:38.914313000
United States,Arizona,Scottsdale,Scottsdale Fashion Square,7014 East Camelback Road,,(602) 606-1470,https://www.apple.com/retail/scottsdalefashionsquare/,united-statesscottsdalefashionsquare,TRUE,en-US,Scottsdale Fashion Square,7014 East Camelback Road,,Arizona,Scottsdale,85251,"<p>Please note that face masks are recommended while visiting this location. If you need one, just ask.</p>",33.50367,-111.9266,20220623,Thursday,10:00 a.m. - 9:00 p.m.,False,FALSE,2022.06.20D01:04:38.914313000
United States,Arizona,Scottsdale,Scottsdale Fashion Square,7014 East Camelback Road,,(602) 606-1470,https://www.apple.com/retail/scottsdalefashionsquare/,united-statesscottsdalefashionsquare,TRUE,en-US,Scottsdale Fashion Square,7014 East Camelback Road,,Arizona,Scottsdale,85251,"<p>Please note that face masks are recommended while visiting this location. If you need one, just ask.</p>",33.50367,-111.9266,20220624,Friday,10:00 a.m. - 9:00 p.m.,False,FALSE,2022.06.20D01:04:38.914313000
United States,Arizona,Scottsdale,Scottsdale Fashion Square,7014 East Camelback Road,,(602) 606-1470,https://www.apple.com/retail/scottsdalefashionsquare/,united-statesscottsdalefashionsquare,TRUE,en-US,Scottsdale Fashion Square,7014 East Camelback Road,,Arizona,Scottsdale,85251,"<p>Please note that face masks are recommended while visiting this location. If you need one, just ask.</p>",33.50367,-111.9266,20220625,Saturday,10:00 a.m. - 9:00 p.m.,False,FALSE,2022.06.20D01:04:38.914313000
United States,Arizona,Scottsdale,Scottsdale Quarter,15169 North Scottsdale Road,,(480) 627-5501,https://www.apple.com/retail/scottsdalequarter/,united-statesscottsdalequarter,TRUE,en-US,Scottsdale Quarter,15169 North Scottsdale Road,,Arizona,Scottsdale,85254,"<p>Please note that face masks are recommended while visiting this location. If you need one, just ask.</p>",33.62411,-111.92514,20220619,Sunday,11:00 a.m. - 6:00 p.m.,False,FALSE,2022.06.20D01:04:38.914313000
United States,Arizona,Scottsdale,Scottsdale Quarter,15169 North Scottsdale Road,,(480) 627-5501,https://www.apple.com/retail/scottsdalequarter/,united-statesscottsdalequarter,TRUE,en-US,Scottsdale Quarter,15169 North Scottsdale Road,,Arizona,Scottsdale,85254,"<p>Please note that face masks are recommended while visiting this location. If you need one, just ask.</p>",33.62411,-111.92514,20220620,Monday,10:00 a.m. - 8:00 p.m.,False,FALSE,2022.06.20D01:04:38.914313000
United States,Arizona,Scottsdale,Scottsdale Quarter,15169 North Scottsdale Road,,(480) 627-5501,https://www.apple.com/retail/scottsdalequarter/,united-statesscottsdalequarter,TRUE,en-US,Scottsdale Quarter,15169 North Scottsdale Road,,Arizona,Scottsdale,85254,"<p>Please note that face masks are recommended while visiting this location. If you need one, just ask.</p>",33.62411,-111.92514,20220621,Tuesday,10:00 a.m. - 8:00 p.m.,False,FALSE,2022.06.20D01:04:38.914313000
United States,Arizona,Scottsdale,Scottsdale Quarter,15169 North Scottsdale Road,,(480) 627-5501,https://www.apple.com/retail/scottsdalequarter/,united-statesscottsdalequarter,TRUE,en-US,Scottsdale Quarter,15169 North Scottsdale Road,,Arizona,Scottsdale,85254,"<p>Please note that face masks are recommended while visiting this location. If you need one, just ask.</p>",33.62411,-111.92514,20220622,Wednesday,10:00 a.m. - 8:00 p.m.,False,FALSE,2022.06.20D01:04:38.914313000
United States,Arizona,Scottsdale,Scottsdale Quarter,15169 North Scottsdale Road,,(480) 627-5501,https://www.apple.com/retail/scottsdalequarter/,united-statesscottsdalequarter,TRUE,en-US,Scottsdale Quarter,15169 North Scottsdale Road,,Arizona,Scottsdale,85254,"<p>Please note that face masks are recommended while visiting this location. If you need one, just ask.</p>",33.62411,-111.92514,20220623,Thursday,10:00 a.m. - 8:00 p.m.,False,FALSE,2022.06.20D01:04:38.914313000
United States,Arizona,Scottsdale,Scottsdale Quarter,15169 North Scottsdale Road,,(480) 627-5501,https://www.apple.com/retail/scottsdalequarter/,united-statesscottsdalequarter,TRUE,en-US,Scottsdale Quarter,15169 North Scottsdale Road,,Arizona,Scottsdale,85254,"<p>Please note that face masks are recommended while visiting this location. If you need one, just ask.</p>",33.62411,-111.92514,20220624,Friday,10:00 a.m. - 8:00 p.m.,False,FALSE,2022.06.20D01:04:38.914313000
United States,Arizona,Scottsdale,Scottsdale Quarter,15169 North Scottsdale Road,,(480) 627-5501,https://www.apple.com/retail/scottsdalequarter/,united-statesscottsdalequarter,TRUE,en-US,Scottsdale Quarter,15169 North Scottsdale Road,,Arizona,Scottsdale,85254,"<p>Please note that face masks are recommended while visiting this location. If you need one, just ask.</p>",33.62411,-111.92514,20220625,Saturday,10:00 a.m. - 8:00 p.m.,False,FALSE,2022.06.20D01:04:38.914313000
United States,Arizona,Tucson,La Encantada,2905 East Skyline Drive,,(520) 209-7440,https://www.apple.com/retail/laencantada/,united-stateslaencantada,TRUE,en-US,La Encantada,2905 East Skyline Drive,,Arizona,Tucson,85718,"<p>Please note that face masks are recommended while visiting this location. If you need one, just ask.</p>",32.32497,-110.92985,20220619,Sunday,10:00 a.m. - 6:00 p.m.,False,FALSE,2022.06.20D01:04:38.914313000
United States,Arizona,Tucson,La Encantada,2905 East Skyline Drive,,(520) 209-7440,https://www.apple.com/retail/laencantada/,united-stateslaencantada,TRUE,en-US,La Encantada,2905 East Skyline Drive,,Arizona,Tucson,85718,"<p>Please note that face masks are recommended while visiting this location. If you need one, just ask.</p>",32.32497,-110.92985,20220620,Monday,10:00 a.m. - 7:00 p.m.,False,FALSE,2022.06.20D01:04:38.914313000
United States,Arizona,Tucson,La Encantada,2905 East Skyline Drive,,(520) 209-7440,https://www.apple.com/retail/laencantada/,united-stateslaencantada,TRUE,en-US,La Encantada,2905 East Skyline Drive,,Arizona,Tucson,85718,"<p>Please note that face masks are recommended while visiting this location. If you need one, just ask.</p>",32.32497,-110.92985,20220621,Tuesday,10:00 a.m. - 7:00 p.m.,False,FALSE,2022.06.20D01:04:38.914313000
United States,Arizona,Tucson,La Encantada,2905 East Skyline Drive,,(520) 209-7440,https://www.apple.com/retail/laencantada/,united-stateslaencantada,TRUE,en-US,La Encantada,2905 East Skyline Drive,,Arizona,Tucson,85718,"<p>Please note that face masks are recommended while visiting this location. If you need one, just ask.</p>",32.32497,-110.92985,20220622,Wednesday,10:00 a.m. - 7:00 p.m.,False,FALSE,2022.06.20D01:04:38.914313000
United States,Arizona,Tucson,La Encantada,2905 East Skyline Drive,,(520) 209-7440,https://www.apple.com/retail/laencantada/,united-stateslaencantada,TRUE,en-US,La Encantada,2905 East Skyline Drive,,Arizona,Tucson,85718,"<p>Please note that face masks are recommended while visiting this location. If you need one, just ask.</p>",32.32497,-110.92985,20220623,Thursday,10:00 a.m. - 8:00 p.m.,False,FALSE,2022.06.20D01:04:38.914313000
